Analysis_ID,Province,Census_Division,Municipality_ID,Municipality_Name,Market_Zone_ID,Market_Zone_Name,Zone_Type,Is_Official_Zone,Candidate_ID,Candidate_Name,Candidate_Address,Latitude,Longitude,Radius_km,Population,Previous_Population,Population_Growth_Pct,Land_Area_km2,Population_Density,Population_20_34,Age_20_34_Pct,Population_18_34_Estimated,Age_18_34_Pct,Target_Age_Population,Target_Age_Pct,Private_Households,Renter_Households,Renter_Pct,Apartment_Dwellings,Apartment_Pct,Average_Household_Income,Estimated_Median_Income,Labour_Force_Population,Employed_Population,Unemployed_Population,Employment_Rate,Unemployment_Rate,Transit_Stops,Transit_Commuters,Transit_Commuter_Pct,Walking_Commuters,Nearest_College_km,Nearest_University_km,Education_Facilities_Count,Parking_Available,Parking_Spaces,Road_Visibility_Rating,Accessibility_Rating,Total_Gym_Count,Budget_Gym_Count,Midmarket_Gym_Count,Premium_Gym_Count,Boutique_Gym_Count,Independent_Gym_Count,Chain_Gym_Count,Gyms_Per_10k,Budget_Gyms_Per_10k,Population_Per_Gym,Target_Population_Per_Gym,Target_Population_Per_Budget_Gym,No_Budget_Gym_Flag,Nearest_Gym_km,Nearest_Budget_Gym_km,Gyms_With_Verified_Prices,Price_Completeness_Pct,Minimum_Monthly_Fee,Average_Monthly_Fee,Median_Monthly_Fee,Maximum_Monthly_Fee,Average_Joining_Fee,No_Contract_Gym_Count,Free_Trial_Gym_Count,Open_24_7_Count,Personal_Training_Count,Group_Classes_Count,Cardio_Equipment_Count,Free_Weights_Count,Showers_Count,Locker_Count,Parking_Count,Pool_Count,Sauna_Count,Childcare_Count,Women_Only_Area_Count,Accessible_Gym_Count,Average_Service_Count,No_24_7_Gym_Flag,No_Childcare_Gym_Flag,No_Pool_Gym_Flag,No_Women_Only_Gym_Flag,Missing_Service_Count,Service_Gap_Score,Commercial_Space_Available,Floor_Area_sqft,Monthly_Rent,Annual_Rent_Per_sqft,Zoning_Compatible,Parking_Requirement_Met,Property_Condition_Rating,Property_Cost_Score,Property_Suitability_Score,Demand_Score,Growth_Score,Affordability_Fit_Score,Accessibility_Score,Competition_Gap_Score,Property_Score,Opportunity_Score,Municipality_Rank,Market_Zone_Rank,Candidate_Rank,Recommendation_Category,Census_Year,Gym_Data_Date,Property_Data_Date,Census_Completeness_Pct,Gym_Location_Completeness_Pct,Price_Completeness_Pct_Quality,Service_Completeness_Pct,Data_Quality_Score,Missing_Required_Fields,Primary_Census_Source_ID,Boundary_Source_ID,Analysis_Status,Last_Refresh_Date,Limitations
KIN-WEST-KINGSTO-5KM,Ontario,,M0005,Kingston,KIN-WEST-KINGSTO,West Kingston,Higher-Income Suburban Market,0,KIN-WEST-KINGSTO-C,West Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.25483,-76.585041,5,50806,,0.07,143.85,353.2,8535,0.1679919694524269,9671,0.19035153328347046,9671,0.19035153328347046,20060,5030,0.25043564849390093,3225,0.16076769690927217,114665,100898,25900,23200,2695,0.5546921697549313,0.10405405405405405,,,,,,,,,,,,6,3,,3,2,1,5,1.18,0.59,8468,1612,3224,0,0.57,0.88,,,,,,,,,,1,5,5,6,6,,,,0,0,,0,,1.83,0,,1,1,2,0,,,,,,,,,,39.1,41.2,61.2,,12.7,,27.1,10,1,159,Insufficient data,2021,2026-07-27,,1,0.67,0,0.75,74.9,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-SOUTHEAST-HA-5KM,Ontario,,M0004,Hamilton,HAM-SOUTHEAST-HA,Southeast Hamilton,Higher-Income Suburban Market,0,HAM-SOUTHEAST-HA-C,Southeast Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.195201,-79.792599,5,57027,,0.06,67.93,839.5,11470,0.2011327967454013,12912,0.22641906465358513,12912,0.22641906465358513,19290,4185,0.2172333246820659,2085,0.10808709175738725,115206,103356,29480,26010,3580,0.5715855400505438,0.12143826322930801,,,,,,,,,,,,8,2,,5,3,3,5,1.4,0.35,7128,1614,6456,0,0.19,0.19,,,,,,,,,,1,7,6,8,8,,,,0,0,,0,,1.75,0,,1,1,2,0,,,,,,,,,,41.2,34.5,64.5,,10.4,,26.9,24,3,160,Insufficient data,2021,2026-07-27,,1,0.57,0,0.75,71.4,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-WEST-KINGSTO-3KM,Ontario,,M0005,Kingston,KIN-WEST-KINGSTO,West Kingston,Higher-Income Suburban Market,0,KIN-WEST-KINGSTO-C,West Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.25483,-76.585041,3,40081,,0.07,86.31,353.2,5121,0.1679919694524269,5803,0.19035153328347046,7629,0.190339562386168,12036,3018,0.25043564849390093,1935,0.16076769690927217,114665,100898,15540,13920,1617,0.5546921697549313,0.10405405405405405,,,,,,,,,,,,5,3,,2,2,1,4,1.25,0.75,8016,1526,2543,0,0.57,0.88,,,,,,,,,,1,4,4,5,5,,,,0,0,,0,,1.8,0,,1,1,2,0,,,,,,,,,,39.1,41.2,61.2,,11.9,,26.9,11,2,161,Insufficient data,2021,2026-07-27,,1,0.68,0,0.75,75,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--NORTHEAST-ST-3KM,Ontario,,M0009,St. Catharines,ST--NORTHEAST-ST,Northeast St. Catharines,Mixed Residential Market,0,ST--NORTHEAST-ST-C,Northeast St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.193865,-79.222639,3,41440,,0.027999999999999997,11.87,2187.2,4377,0.16862373445518006,4885,0.18817900235772733,7798,0.18817567567567567,11100,3726,0.3358572201189832,2850,0.25675675675675674,85928,74827,12357,10407,1959,0.4768384879725086,0.15853362466618112,,,,,,,,,,,,5,2,,2,1,2,3,1.21,0.48,8288,1560,3899,0,0.86,2.07,,,,,,,,,,1,3,3,5,5,,,,0,0,,0,,1.4,0,,1,1,2,0,,,,,,,,,,55.6,12.8,25.7,,12.4,,26.4,7,2,162,Insufficient data,2021,2026-07-27,,1,0.71,0,0.75,76.1,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
THU-SOUTHWEST-TH-5KM,Ontario,,M0010,Thunder Bay,THU-SOUTHWEST-TH,Southwest Thunder Bay,Mixed Residential Market,0,THU-SOUTHWEST-TH-C,Southwest Thunder Bay centroid candidate,Approximate market-zone centroid; no property address collected,48.380083,-89.284354,5,27465,,0.009000000000000001,21.89,1254.7,5475,0.1993446204259967,5993,0.21820498816675768,5993,0.21820498816675768,12125,3495,0.286123618501842,2640,0.2177319587628866,89433,78988,13245,11830,1400,0.513232104121475,0.10570026425066063,,,,,,,,,,,,2,1,,1,0,0,2,0.73,0.36,13733,2997,5993,0,1.96,3.99,,,,,,,,,,1,1,1,2,2,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,50.2,0,31.4,,21.9,,26.2,10,3,163,Insufficient data,2021,2026-07-27,,1,0.93,0,0.75,83.6,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
THU-SOUTHEAST-TH-3KM,Ontario,,M0010,Thunder Bay,THU-SOUTHEAST-TH,Southeast Thunder Bay,Value-Oriented Rental Market,0,THU-SOUTHEAST-TH-C,Southeast Thunder Bay centroid candidate,Approximate market-zone centroid; no property address collected,48.387888,-89.247167,3,14334,,0.009000000000000001,17.28,570,2415,0.24520255863539445,2593,0.2632348461772769,3773,0.2632203153341705,4686,2136,0.454661558109834,1827,0.38988476312419973,70030,60023,4647,3999,639,0.4918819188191882,0.13750806972240154,,,,,,,,,,,,1,1,,0,0,0,1,0.7,0.7,14334,3773,3773,0,1.79,1.79,,,,,,,,,,1,0,0,1,1,,,,0,0,,0,,1,0,,1,1,2,0,,,,,,,,,,56.3,0,5.6,,22.9,,26,11,2,164,Insufficient data,2021,2026-07-27,,1,1,0,0.75,86.3,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-NORTHEAST-2--5KM,Ontario,,M0012,Windsor,WIN-NORTHEAST-2-,Northeast 2 Windsor,Mixed Residential Market,0,WIN-NORTHEAST-2--C,Northeast 2 Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.312907,-82.971922,5,42018,,0.057,18.87,2226.7,7980,0.18991860631158075,8816,0.20981484125850824,8816,0.20981484125850824,19075,6310,0.3316688567674113,4815,0.2524246395806029,81797,68848,19665,15760,3900,0.44620611551528877,0.19832189168573605,,,,,,,,,,,,10,4,,2,2,5,5,2.38,0.95,4202,882,2204,0,1.34,1.34,,,,,,,,,,1,4,4,10,10,,,,0,0,,0,,0.9,0,,1,1,2,0,,,,,,,,,,55.3,32.4,17.6,,5.3,,25.7,14,3,165,Insufficient data,2021,2026-07-27,,1,0.66,0,0.75,74.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-WEST-KINGSTO-1KM,Ontario,,M0005,Kingston,KIN-WEST-KINGSTO,West Kingston,Higher-Income Suburban Market,0,KIN-WEST-KINGSTO-C,West Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.25483,-76.585041,1,10161,,0.07,28.77,353.2,1707,0.1679919694524269,1934,0.19035153328347046,1934,0.19033559689006987,4012,1006,0.25043564849390093,645,0.16076769690927217,114665,100898,5180,4640,539,0.5546921697549313,0.10405405405405405,,,,,,,,,,,,2,1,,1,1,1,1,1.97,0.98,5081,967,1934,0,0.57,0.88,,,,,,,,,,1,1,1,2,2,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,39.1,41.2,61.2,,6.8,,25.6,12,3,166,Insufficient data,2021,2026-07-27,,1,0.72,0,0.75,76.6,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--NORTHWEST-ST-3KM,Ontario,,M0009,St. Catharines,ST--NORTHWEST-ST,Northwest St. Catharines,Mixed Residential Market,0,ST--NORTHWEST-ST-C,Northwest St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.18149,-79.257891,3,39375,,0.027999999999999997,16.12,1513.1,4470,0.18330790807539,4920,0.20176172432459033,7944,0.20175238095238096,10773,3747,0.34694444444444444,3366,0.31244778613199664,91510,77032,11838,10110,1737,0.49617196702002353,0.14673086670045615,,,,,,,,,,,,7,2,,2,3,5,2,1.78,0.51,5625,1135,3972,0,1.07,1.07,,,,,,,,,,1,3,3,7,7,,,,0,0,,0,,1,0,,1,1,2,0,,,,,,,,,,54.6,12.8,28.7,,7.8,,25.2,8,2,167,Insufficient data,2021,2026-07-27,,1,0.56,0,0.75,70.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--NORTHEAST-ST-5KM,Ontario,,M0009,St. Catharines,ST--NORTHEAST-ST,Northeast St. Catharines,Mixed Residential Market,0,ST--NORTHEAST-ST-C,Northeast St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.193865,-79.222639,5,43262,,0.027999999999999997,19.78,2187.2,7295,0.16862373445518006,8141,0.18817900235772733,8141,0.18817900235772733,18500,6210,0.3358572201189832,4750,0.25675675675675674,85928,74827,20595,17345,3265,0.4768384879725086,0.15853362466618112,,,,,,,,,,,,8,3,,2,2,4,4,1.85,0.69,5408,1018,2714,0,0.86,2.07,,,,,,,,,,1,4,4,8,8,,,,0,0,,0,,1.13,0,,1,1,2,0,,,,,,,,,,55.6,12.8,25.7,,7.4,,25.2,9,3,168,Insufficient data,2021,2026-07-27,,1,0.64,0,0.75,73.6,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--NORTHWEST-ST-5KM,Ontario,,M0009,St. Catharines,ST--NORTHWEST-ST,Northwest St. Catharines,Mixed Residential Market,0,ST--NORTHWEST-ST-C,Northwest St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.18149,-79.257891,5,40642,,0.027999999999999997,26.86,1513.1,7450,0.18330790807539,8200,0.20176172432459033,8200,0.20176172432459033,17955,6245,0.34694444444444444,5610,0.31244778613199664,91510,77032,19730,16850,2895,0.49617196702002353,0.14673086670045615,,,,,,,,,,,,9,3,,3,3,5,4,2.21,0.74,4516,911,2733,0,1.07,1.07,,,,,,,,,,1,5,5,9,9,,,,0,0,,0,,1.22,0,,1,1,2,0,,,,,,,,,,54.6,12.8,28.7,,5.8,,24.7,10,3,169,Insufficient data,2021,2026-07-27,,1,0.62,0,0.75,72.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-WEST-GREATER-3KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-WEST-GREATER,West Greater Sudbury / Grand Sudbury,Lower-Density Residential Market,0,GRE-WEST-GREATER-C,West Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.579991,-81.216544,3,11970,,0.027999999999999997,329.12,36.4,2004,0.1674185463659148,2243,0.18736842105263157,2243,0.18738512949039265,5019,1251,0.24880668257756564,864,0.17214584578601316,106627,93289,5871,5466,408,0.5502869223799456,0.06949412365866121,,,,,,,,,,,,1,1,,0,0,0,1,0.84,0.84,11970,2243,2243,0,1.38,1.38,,,,,,,,,,1,1,0,1,1,,,,0,0,,0,,2,0,,1,1,2,0,,,,,,,,,,38.6,12.8,50.8,,18.8,,24.6,15,3,170,Insufficient data,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--SOUTHEAST-ST-5KM,Ontario,,M0009,St. Catharines,ST--SOUTHEAST-ST,Southeast St. Catharines,Mixed Residential Market,0,ST--SOUTHEAST-ST-C,Southeast St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.148749,-79.217101,5,28136,,0.027999999999999997,18.7,1504.6,6605,0.23475263008245664,7141,0.25380295706568096,7141,0.25380295706568096,12295,4780,0.3902040816326531,4240,0.34485563237088246,80153,69409,14175,11745,2445,0.4907039899728431,0.1724867724867725,,,,,,,,,,,,9,5,,3,2,3,6,3.2,1.78,3126,793,1428,0,1.5,1.5,,,,,,,,,,3,6,5,9,9,,,,0,0,,0,,1.56,0,,1,1,2,0,,,,,,,,,,58.9,12.8,18.3,,3.4,,24.6,11,3,171,Insufficient data,2021,2026-07-27,,1,0.7,0,0.75,75.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-SOUTH-WINDSO-5KM,Ontario,,M0012,Windsor,WIN-SOUTH-WINDSO,South Windsor,Higher-Income Suburban Market,0,WIN-SOUTH-WINDSO-C,South Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.259511,-82.996954,5,48189,,0.057,53.64,898.4,8905,0.18479321006868787,10329,0.2143435223806263,10329,0.2143435223806263,16440,2185,0.13274605103280682,730,0.04440389294403893,119744,102827,23340,19505,3780,0.49833929483903927,0.16195372750642673,,,,,,,,,,,,7,3,,2,0,2,5,1.45,0.62,6884,1476,3443,0,0.59,1.73,,,,,,,,,,1,3,3,7,7,,,,0,0,,0,,1,0,,1,1,2,0,,,,,,,,,,35.6,32.4,63.8,,10,,24.6,15,3,172,Insufficient data,2021,2026-07-27,,1,0.77,0,0.75,78.3,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--SOUTHWEST-ST-5KM,Ontario,,M0009,St. Catharines,ST--SOUTHWEST-ST,Southwest St. Catharines,Lower-Density Residential Market,0,ST--SOUTHWEST-ST-C,Southwest St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.141598,-79.259964,5,24763,,0.027999999999999997,30.84,803,5435,0.21948067681621775,6071,0.24516415620078344,6071,0.24516415620078344,10120,3635,0.3588351431391905,2795,0.27618577075098816,104352,82199,12610,10590,2000,0.5114706592610481,0.1586042823156225,,,,,,,,,,,,6,4,,1,1,2,4,2.42,1.62,4127,1012,1518,0,1.68,2.9,,,,,,,,,,3,3,2,6,6,,,,0,0,,0,,1.33,0,,1,1,2,0,,,,,,,,,,52.5,12.8,35.7,,5.2,,24.5,12,3,173,Insufficient data,2021,2026-07-27,,1,0.7,0,0.75,75.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
THU-SOUTHEAST-TH-5KM,Ontario,,M0010,Thunder Bay,THU-SOUTHEAST-TH,Southeast Thunder Bay,Value-Oriented Rental Market,0,THU-SOUTHEAST-TH-C,Southeast Thunder Bay centroid candidate,Approximate market-zone centroid; no property address collected,48.387888,-89.247167,5,16415,,0.009000000000000001,28.8,570,4025,0.24520255863539445,4321,0.2632348461772769,4321,0.2632348461772769,7810,3560,0.454661558109834,3045,0.38988476312419973,70030,60023,7745,6665,1065,0.4918819188191882,0.13750806972240154,,,,,,,,,,,,2,1,,1,0,0,2,1.22,0.61,8208,2161,4321,0,1.79,1.79,,,,,,,,,,1,1,1,2,2,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,56.3,0,5.6,,12.3,,23.3,12,3,174,Insufficient data,2021,2026-07-27,,1,0.93,0,0.75,83.6,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
